,token,frequency,z-score,freq_ratio
1003,phantom,1214,-0.7206756956569574,0.0003818307684517203
95,review,1038,-0.7350370543228139,0.0003264747427124264
653,january,1236,-0.7571726956907366,0.000388750271669132
791,shut,2130,-0.7571726956907366,0.0006699337205948635
621,history,2823,-0.7571726956907366,0.000887898071943333
318,allow,6251,-0.7642666375450288,0.0019660824823654888
573,without,4427,-0.7790334436279365,0.0013923927610673523
314,swear,2298,-0.7820728428783214,0.0007227735633460076
570,rate,1187,-0.7975866314706885,0.00037333865086671493
816,blue,1296,-0.8090408454794997,0.0004076216440802549
929,announce,1091,-0.8090408454794997,0.00034314445500891827
431,base,1358,-0.8090408454794997,0.00042712206223841526
276,require,1197,-0.8090408454794997,0.0003764838796019021
291,eye,1538,-0.8090408454794997,0.00048373617947178397
582,authority,602,-0.8180340549883631,0.00018934276985826655
878,conduct,654,-0.8180340549883631,0.00020569795928123975
672,stream,736,-0.8180340549883631,0.0002314888349097744
201,answer,972,-0.8180340549883631,0.0003057162330601912
674,perhaps,536,-0.8180340549883631,0.00016858426020603136
910,confession,508,-0.8180340549883631,0.00015977761974750733
871,felon,580,-0.8180340549883631,0.00018242326664085482
1023,wrote,361,-0.8180340549883631,0.00011354275734025619
966,briefing,238,-0.8180340549883631,7.485644389745422e-05
197,polling,769,-0.8180340549883631,0.00024186808973589198
377,south,695,-0.8180340549883631,0.00021859339709550708
971,bribe,661,-0.8180340549883631,0.00020789961939587074
956,monday,337,-0.8180340549883631,0.00010599420837580702
867,delete,827,-0.8180340549883631,0.00026011041639997746
597,idea,1053,-0.8180340549883631,0.0003311925858152071
1018,heard,377,-0.8180340549883631,0.00011857512331655564
216,local,1044,-0.8180340549883631,0.0003283618799535387
927,daily,647,-0.8180340549883631,0.00020349629916660875
255,put,6015,-0.8225225634681196,0.001891855084215072
192,case,7266,-0.830065586375027,0.0022853231989869846
206,audit,3904,-0.8305824808885127,0.0012278972982170643
105,look,7661,-0.8305824808885127,0.0024095597340268774
823,tie,904,-0.8306709659863647,0.00028432867766091857
234,bombshell,785,-0.8306709659863647,0.00024690045571219144
571,return,1441,-0.8306709659863647,0.0004532274607404686
687,rampant,2213,-0.8385627700337207,0.0006960391190969168
78,ask,4465,-0.8666068582348379,0.0014043446302610635
169,present,2876,-0.8666068582348379,0.000904567784239825
454,party,5719,-0.869543262045125,0.0017987563136535323
530,across,2042,-0.8962860250133459,0.0006422557077252164
921,exhibit,806,-0.9017328981492894,0.0002535054360560845
667,information,1626,-0.9017328981492894,0.0005114141923414309
487,play,1785,-0.9017328981492894,0.0005614233292309067
938,connect,676,-0.9017328981492894,0.00021261746249865148
991,identity,810,-0.9017328981492894,0.00025476352755015935
632,probably,1729,-0.9017328981492894,0.0005438100483138586
986,trey,769,-0.9017328981492894,0.00024186808973589198
369,four,1501,-0.9017328981492894,0.00047209883315159156
943,army,580,-0.9017328981492894,0.00018242326664085482
961,fully,769,-0.9017328981492894,0.00024186808973589198
480,pay,2995,-0.9067415947010034,0.000941996006188552
554,almost,1556,-0.9067415947010034,0.0004893975911951209
837,page,1198,-0.9067415947010034,0.00037679840247542085
490,warn,1048,-0.9067415947010034,0.00032961997144761356
27,fbi,5193,-0.9211144239097862,0.001633317282182688
448,system,7747,-0.9211144239097862,0.002436608701149487
485,exactly,2130,-0.92775804016448,0.0006699337205948635
475,got,1852,-0.92775804016448,0.0005824963617566606
690,tech,2717,-0.9318219175389545,0.0008545586473503493
795,internet,565,-0.9454903361889777,0.00017770542353807409
189,warning,482,-0.9454903361889777,0.00015160002503602073
849,photo,587,-0.9454903361889777,0.00018462492675548584
841,finding,323,-0.9454903361889777,0.00010159088814654502
829,soros,745,-0.9454903361889777,0.00023431954077144282
583,straight,475,-0.9454903361889777,0.00014939836492138973
161,appeal,515,-0.9454903361889777,0.00016197927986213832
514,place,2911,-0.9552948837235953,0.00091557608481298
160,include,2513,-0.9552948837235953,0.0007903959811525313
190,mean,3406,-0.9552948837235953,0.001071264907204744
425,long,4421,-0.9552948837235953,0.00139050562382624
912,secretary,1508,-0.9552948837235953,0.00047430049326622255
272,worker,4217,-0.9566247884609627,0.001326342957628422
313,yes,3687,-0.9674099667537391,0.001159645834663503
31,call,10505,-0.9676810605671081,0.003304062786314103
417,usp,1557,-0.9855598492484029,0.0004897121140686396
70,senator,2634,-0.9855598492484029,0.0008284532488482959
438,deny,2223,-0.9955582142492121,0.0006991843478321039
973,patrick,947,-0.9991659563718752,0.0002978531612222233
976,nursing,429,-0.9991659563718752,0.00013493031273952884
522,resident,888,-0.9991659563718752,0.0002792963116846191
589,direct,1385,-0.9991659563718752,0.00043561417982342055
481,mark,1467,-0.9991659563718752,0.0004614050554519552
934,falsely,1001,-0.9991659563718752,0.0003148373963922339
654,together,1830,-0.9991659563718752,0.0005755768585392489
989,ron,558,-0.9991659563718752,0.0001755037634234431
424,fox,4087,-1.0405796772007927,0.001285454984070989
97,witness,5772,-1.0520149997223196,0.0018154260259500242
366,come,11378,-1.0614713176731843,0.0035786412548959416
547,arizona,3294,-1.0614713176731843,0.0010360383453706479
559,way,8470,-1.0614713176731843,0.002664008738703518
769,except,1250,-1.0673180969534768,0.000393153591898394
202,challenge,1667,-1.0673180969534768,0.0005243096301556983
761,civil,2008,-1.0673180969534768,0.0006315619300255802
634,money,2137,-1.0673180969534768,0.0006721353807094944
576,guess,2404,-1.0773947504179282,0.0007561129879389913
899,legitimate,940,-1.0840501905753384,0.0002956515011075923
1000,vow,283,-1.0840501905753384,8.90099732057964e-05
908,outright,308,-1.0840501905753384,9.687304504376428e-05
820,instance,650,-1.0840501905753384,0.00020443986778716488
729,aware,414,-1.0840501905753384,0.0001302124696367481
725,victim,414,-1.0840501905753384,0.0001302124696367481
145,beat,973,-1.0840501905753384,0.0003060307559337099
868,suppress,566,-1.0840501905753384,0.0001780199464115928
517,light,734,-1.0840501905753384,0.00023085978916273696
295,stuff,1035,-1.0840501905753384,0.00032553117409187026
147,much,5114,-1.096530944577808,0.0016084699751747096
700,prosecute,1565,-1.1018102529977916,0.0004922282970567893
763,energy,838,-1.1018102529977916,0.0002635701680086833
292,finally,904,-1.1018102529977916,0.00028432867766091857
406,verify,1326,-1.1018102529977916,0.00041705733028581636
527,to,1693,-1.1018102529977916,0.0005324872248671849
1022,resolution,414,-1.1018102529977916,0.0001302124696367481
375,conspiracy,1383,-1.1018102529977916,0.0004349851340763831
799,set,2202,-1.137085114252278,0.0006925793674882109
407,top,1514,-1.137085114252278,0.0004761876305073348
575,blatant,1554,-1.1406072935117335,0.0004887685454480834
630,check,3465,-1.1445404890153066,0.0010898217567423482
273,zero,1403,-1.1522277875248998,0.00044127559154675747
730,future,1564,-1.1522277875248998,0.0004919137741832706
49,lawyer,3302,-1.1719076578170684,0.0010385545283587976
382,affidavit,3546,-1.1932696908503195,0.0011152981094973641
794,collude,917,-1.2102005195702539,0.00028841747501666187
776,powerful,809,-1.2102005195702539,0.0002544490046766406
459,nearly,663,-1.2102005195702539,0.00020852866514290818
305,mainstream,1041,-1.2102005195702539,0.00032741831133298256
890,determine,655,-1.2102005195702539,0.00020601248215475847
853,authorize,589,-1.2102005195702539,0.00018525397250252325
752,waldron,269,-1.2102005195702539,8.46066529765344e-05
898,happy,843,-1.2102005195702539,0.00026514278237627694
751,phil,273,-1.2102005195702539,8.586474447060925e-05
602,oh,2138,-1.2110343097812784,0.0006724499035830131
125,since,3098,-1.2110343097812784,0.0009743918621609798
0,trump,51707,-1.2380632753347012,0.01626303422103221
655,extensive,2029,-1.2405216259453922,0.0006381669103694732
578,kind,1157,-1.2405216259453922,0.0003639029646611535
835,interested,609,-1.2405216259453922,0.00019154442997289757
399,security,1638,-1.2405216259453922,0.0005151884668236556
146,far,2007,-1.2405216259453922,0.0006312474071520615
389,follow,4384,-1.2795009512037672,0.0013788682775060475
55,hear,6833,-1.291893029097008,0.002149134794753381
48,hearing,3543,-1.3056200622214709,0.001114354540876808
911,investigative,708,-1.324944685538224,0.00022268219445125038
343,pm,796,-1.324944685538224,0.0002503602073208973
926,sue,1210,-1.324944685538224,0.0003805726769576454
882,harvesting,777,-1.324944685538224,0.0002443842727240417
978,commission,831,-1.324944685538224,0.00026136850789405233
817,bless,1149,-1.324944685538224,0.0003613867816730038
636,staff,642,-1.324944685538224,0.00020192368479901517
181,file,2621,-1.3287575332127237,0.0008243644514925526
933,chairman,917,-1.3324559053241716,0.00028841747501666187
649,offer,1283,-1.3324559053241716,0.00040353284672451164
422,low,840,-1.3324559053241716,0.00026419921375572076
800,argue,832,-1.3324559053241716,0.0002616830307675711
331,legislature,3035,-1.3347386023047338,0.0009545769211293007
193,roll,894,-1.3397084518111073,0.0002811834489257314
501,week,1934,-1.365927736352619,0.0006082872373851953
123,raise,1261,-1.365927736352619,0.00039661334350709986
774,sit,1558,-1.365927736352619,0.0004900266369421583
162,would,16162,-1.3692809366004377,0.005083318681809475
443,mail,15347,-1.3922174336240603,0.004826982539891722
664,observer,1604,-1.3939221643163893,0.0005044946891240192
588,total,2267,-1.3939221643163893,0.0007130233542669273
688,question,3029,-1.4094820796137786,0.0009526897838881884
88,let,5952,-1.418951124493321,0.001872040143183393
232,take,15359,-1.4231364746469306,0.004830756814373947
813,systemic,1180,-1.4283129247721131,0.00037113699075208394
307,everywhere,1202,-1.4283129247721131,0.00037805649396949567
739,uncover,846,-1.4467316841850226,0.00026608635099683307
37,ny,721,-1.4467316841850226,0.00022677099180699366
692,reward,771,-1.4467316841850226,0.00024249713548292942
1017,lois,626,-1.4467316841850226,0.00019689131882271571
532,soon,1034,-1.4467316841850226,0.0003252166512183515
1021,wednesday,577,-1.4467316841850226,0.00018147969802029867
228,house,4049,-1.4702435934546574,0.0012735031148772779
311,article,1873,-1.4810976303314642,0.0005891013421005536
59,charge,3165,-1.4810976303314642,0.0009954648946867337
622,lawsuit,3802,-1.5096442419047003,0.0011958159651181551
158,day,7681,-1.5272614519574452,0.0024158501914972514
387,fail,1770,-1.5310994167627652,0.0005567054861281259
482,accord,1493,-1.5310994167627652,0.0004695826501634418
515,friend,1570,-1.5310994167627652,0.0004938009114243829
802,white,1659,-1.5310994167627652,0.0005217934471675485
139,video,6973,-1.545653624692258,0.002193167997046001
972,philly,776,-1.5763355219006954,0.000244069749850523
1024,files,305,-1.5763355219006954,9.592947642320814e-05
932,flow,647,-1.5763355219006954,0.00020349629916660875
854,board,758,-1.5763355219006954,0.00023840833812718612
290,right,9254,-1.5839727307756672,0.0029105946715421906
328,ignore,1999,-1.5881373922392947,0.0006287312241639117
259,entire,3069,-1.605883164634855,0.0009652706988289369
625,discuss,1389,-1.6558415297730924,0.0004368722713174954
638,reject,1307,-1.6885372973094015,0.0004110813956889608
510,drop,1794,-1.707857379034021,0.000564254035092575
668,create,2829,-1.707857379034021,0.0008897852091844453
591,youtube,1837,-1.707857379034021,0.0005777785186538799
600,race,3381,-1.7104886729043052,0.001063401835366776
988,honor,579,-1.7146092175640526,0.0001821087437673361
467,flag,609,-1.7146092175640526,0.00019154442997289757
96,cite,400,-1.7146092175640526,0.00012580914940748609
840,washington,943,-1.742679718139641,0.00029659506972814847
93,rule,4019,-1.7535922388215741,0.0012640674286717164
116,dead,4985,-1.754402905536739,0.0015678965244907952
489,nv,832,-1.7960863772290272,0.0002616830307675711
245,level,1945,-1.7960863772290272,0.0006117469889939011
738,switch,1822,-1.8010477423292126,0.0005730606755510991
355,lot,3276,-1.815948711859305,0.001030376933647311
460,senate,5085,-1.8551361532291482,0.0015993488118426669
285,legislator,1097,-1.8576410446368599,0.0003450315922500306
595,illegally,787,-1.8576410446368599,0.00024752950145922887
656,inclusive,1456,-1.8576410446368599,0.00045794530384324936
886,throughout,386,-1.8624542091835752,0.00012140582917822407
665,totally,1015,-1.8624542091835752,0.00031924071662149596
831,brad,428,-1.8624542091835752,0.00013461578986601012
809,transparency,403,-1.8624542091835752,0.00012675271802804224
257,even,10033,-1.8640886996677544,0.0031556079900132697
507,first,3260,-1.8687694487023339,0.0010253445676710116
180,request,2031,-1.8687694487023339,0.0006387959561165106
237,address,1426,-1.8702293089372772,0.0004485096176376879
453,elect,3347,-1.8816336191010514,0.0010527080576671398
99,official,7185,-1.8938966776652852,0.002259846846231969
808,rejection,696,-1.8977229083373286,0.0002189079199690258
71,speak,1922,-1.8977229083373286,0.0006045129629029707
942,error,1049,-1.9550453549920952,0.00032993449432113225
470,protect,1869,-1.978381036118475,0.0005878432506064787
666,oppose,1098,-1.978381036118475,0.0003453461151235493
847,response,829,-1.978381036118475,0.0002607394621470149
731,bottom,947,-1.978381036118475,0.0002978531612222233
349,national,2711,-2.0172176363000327,0.0008526715101092369
623,college,1363,-2.019643269664515,0.0004286946766060088
429,non,519,-2.0207319529500514,0.0001632373713562132
1008,adjudication,184,-2.0207319529500514,5.78722087274436e-05
302,deserve,1300,-2.0207319529500514,0.00040887973557432976
994,nc,393,-2.0207319529500514,0.0001236074892928551
883,apparently,501,-2.0207319529500514,0.00015757595963287633
354,sound,1372,-2.1024440846969163,0.00043152538246767725
392,fund,1728,-2.1024440846969163,0.0005434955254403399
471,nation,1653,-2.1024440846969163,0.0005199063099264363
418,prevent,1026,-2.105342817021457,0.00032270046823020183
982,hotline,870,-2.105342817021457,0.00027363489996128223
635,pressure,569,-2.105342817021457,0.00017896351503214896
296,describe,691,-2.1326890712035635,0.0002173353056014322
47,court,11297,-2.1365723080255736,0.003553164902140926
198,kick,1160,-2.1784261234072666,0.00036484653328170964
351,occur,1665,-2.1784261234072666,0.0005236805844086608
159,break,4977,-2.219815811032896,0.0015653803415026455
52,thousand,3998,-2.226886690355108,0.0012574624483278234
551,concern,1136,-2.238958386525824,0.0003572979843172605
550,step,1509,-2.238958386525824,0.00047461501613974124
995,rand,390,-2.238958386525824,0.00012266392067229894
689,lol,967,-2.238958386525824,0.00030414361869259763
214,appear,1432,-2.238958386525824,0.0004503967548788002
110,throw,3421,-2.2501834563894483,0.0010759827503075247
15,fraud,143221,-2.278014534173446,0.04504628046822391
506,whistleblower,2546,-2.2860794262319732,0.0008007752359786489
718,analysis,1971,-2.2895463202483257,0.0006199245837053877
359,voting,12682,-2.2918469324032342,0.003988779081964346
218,widespread,3339,-2.3068379546996822,0.00105019187467899
616,violation,1181,-2.3239670940186725,0.0003714515136256027
32,rudy,3772,-2.3435167580514302,0.0011863802789125939
619,political,2133,-2.3458587650663842,0.0006708772892154196
537,listen,2262,-2.3458587650663842,0.0007114507398993338
1001,absence,529,-2.3795972823005553,0.00016638260009140034
222,fear,1252,-2.3795972823005553,0.00039378263764543143
733,certification,427,-2.3795972823005553,0.0001343012669924914
681,patriotic,372,-2.3795972823005553,0.00011700250894896206
568,whatever,677,-2.3795972823005553,0.0002129319853721702
779,role,722,-2.3795972823005553,0.00022708551468051237
240,fight,7810,-2.388921944740215,0.002456423642181166
13,claim,10814,-2.4095006194076993,0.003401250354231386
336,today,3168,-2.4096149600006327,0.0009964084633072897
367,man,3274,-2.4132725697403448,0.0010297478879002736
185,register,2009,-2.421402288696574,0.0006318764528990988
944,project,1147,-2.441659898197094,0.00036075773592596634
16,ag,4042,-2.5039628819879263,0.0012713014547626469
505,submit,1079,-2.524203161447131,0.0003393701805266937
309,issue,3217,-2.527070978297583,0.001011820084109707
386,lawmaker,415,-2.5274642620761365,0.00013052699251026682
821,krebs,252,-2.5274642620761365,7.925976412671623e-05
194,electoral,2845,-2.5450965238740615,0.0008948175751607448
647,invalid,1076,-2.5642861200329374,0.0003384266119061376
108,michigan,8139,-2.573086276953126,0.002559901667568823
100,county,6699,-2.59800814434468,0.0021069887297018733
141,giuliani,2906,-2.6004074956053467,0.0009140034704453864
483,forward,1828,-2.6150103300415504,0.0005749478127922114
1011,vetting,362,-2.682393477022435,0.0001138572802137749
166,outcome,1242,-2.692024090425164,0.0003906374089102443
371,catch,4107,-2.747379017649369,0.0012917454415413633
660,force,2087,-2.807710168501581,0.0006564092370335586
326,team,4847,-2.8115275024568143,0.0015244923679452126
5,gop,6208,-2.8283612125625637,0.001952557998804184
805,clean,987,-2.8434219414723776,0.00031043407616297193
918,target,394,-2.8434219414723776,0.00012392201216637378
408,ally,288,-2.8434219414723776,9.058258757338998e-05
310,change,5532,-2.9557574116963226,0.0017399405363055325
168,pa,4678,-2.9570464901170284,0.0014713380023205498
346,tape,839,-2.9629495597679756,0.00026388469088220207
930,application,731,-2.9629495597679756,0.00022991622054218083
498,constitution,1825,-2.972284656508467,0.0005740042441716553
177,investigate,6407,-2.975363650538519,0.002015148050634408
184,find,7952,-3.0530451187263457,0.0025010858902208234
637,absentee,2370,-3.059456115521983,0.0007454192102393551
552,despite,880,-3.094037596191604,0.0002767801286964694
888,serious,842,-3.094037596191604,0.0002648282595027582
289,violate,888,-3.105554046796364,0.0002792963116846191
607,side,1974,-3.262140849948239,0.0006208681523259439
9,leave,4804,-3.316944177710929,0.001510967884383908
44,campaign,7137,-3.3690772290586373,0.0022447497483030704
86,thank,4228,-3.3706665093573953,0.001329802709237128
149,remove,2274,-3.4016799820854087,0.0007152250143815584
626,allegation,2009,-3.466213886595929,0.0006318764528990988
807,join,1843,-3.4952086981677435,0.0005796656558949921
36,ballot,38626,-3.5029719081105024,0.012148760512533894
241,tune,325,-3.542481605824845,0.00010221993389358244
19,say,24002,-3.5525832249191125,0.0075491780101962025
405,potential,748,-3.572098258326079,0.00023526310939199897
639,increase,586,-3.6153379285654075,0.00018431040388196713
10,doj,4314,-3.6481204117330357,0.0013568516763597374
709,pennsylvania,6056,-3.782710744583673,0.0019047505220293392
984,clark,1198,-3.7963025529816794,0.00037679840247542085
341,oversight,534,-3.8217159266924745,0.00016795521445899393
373,group,1274,-3.898616196149523,0.00040070214086284316
342,committee,780,-4.019156769480171,0.0002453278413445979
708,datum,2533,-4.112715936197653,0.0007966864386229056
818,mayor,345,-4.303534396881266,0.00010851039136395675
102,law,6111,-4.32874664122245,0.0019220492800728687
126,allege,3171,-4.339411752099622,0.000997352031927846
294,via,6532,-4.350249339311859,0.0020544634098242478
330,probe,479,-4.36744802860255,0.00015065645641546457
827,registration,974,-4.400509768512946,0.00030634527880722863
521,continue,2521,-4.638244608005802,0.0007929121641406811
781,congress,1135,-4.645786493447461,0.0003569834614437418
121,investigation,3703,-5.506363566790424,0.0011646782006398025
46,nevada,3121,-5.735010029591351,0.0009816258882519103
14,voter,99874,-16.704162099845306,0.03141265746980816
8,tell,15003,-18.815365400455974,0.004718786671401284
155,report,12573,-18.817507884679593,0.003954496088750806
859,irregularity,1463,-20.364381237515325,0.00046014696395788035
468,us,2657,-21.177461661740846,0.0008356872749392263
304,help,4599,-23.43085455068096,0.0014464906953125713
72,stop,8033,-23.51476587053444,0.002526562242975839
